unit_no,unit_type,asset_class,availability_ytd,target,gap_to_target,utilization,disposal_candidate
112418,LIGHT DUTY,Light,0.9255297939068101,95,-0.02447020609318984,Not Underutilized,false
041328,LIGHT DUTY,Light,0.9255482750896058,95,-0.024451724910394157,Not Underutilized,false
156157,MEDIUM DUTY,Medium,0.8956474014336918,92,-0.024352598566308226,,
020037,LIGHT DUTY,Light,0.9256737231182796,95,-0.0243262768817204,Not Underutilized,false
158108,HEAVY DUTY,Heavy,0.8257969310035842,85,-0.024203068996415777,,
127009,LIGHT DUTY,Light,0.9258490143369176,95,-0.02415098566308238,Not Underutilized,false
194012,HEAVY DUTY,Heavy,0.8259122983870968,85,-0.02408770161290319,,
065188,LIGHT DUTY,Light,0.9260730286738351,95,-0.023926971326164836,Not Underutilized,false
076134,MEDIUM DUTY,Medium,0.8961116711469534,92,-0.023888328853046592,,
003293,LIGHT DUTY,Light,0.9263608870967742,95,-0.023639112903225734,Not Underutilized,false
237240,HEAVY DUTY,Heavy,0.8264684139784947,85,-0.02353158602150529,,
112430,LIGHT DUTY,Light,0.9264857750896057,95,-0.023514224910394232,Not Underutilized,false
001093,LIGHT DUTY,Light,0.9266963485663083,95,-0.02330365143369162,Not Underutilized,false
076039,MEDIUM DUTY,Medium,0.8967921146953405,92,-0.02320788530465956,,
065122,LIGHT DUTY,Light,0.9268979614695341,95,-0.023102038530465885,Not Underutilized,false
067080,LIGHT DUTY,Light,0.9269360439068101,95,-0.023063956093189897,,
001155,LIGHT DUTY,Light,0.9269534050179212,95,-0.023046594982078727,Not Underutilized,false
156208,MEDIUM DUTY,Medium,0.8970530913978495,92,-0.02294690860215054,,
064187,LIGHT DUTY,Light,0.9271146953405018,95,-0.022885304659498118,Not Underutilized,false
095216,LIGHT DUTY,Light,0.9271757392473118,95,-0.022824260752688175,Not Underutilized,false
294073,OTHER,Other,0.8771790994623656,90,-0.022820900537634414,,
319248,OFF-ROAD,Off-Road,0.8571975806451613,88,-0.022802419354838732,,
050141,LIGHT DUTY,Light,0.9274182347670251,95,-0.022581765232974838,Not Underutilized,false
074024,MEDIUM DUTY,Medium,0.8974507168458782,92,-0.022549283154121857,,
274016,OTHER,Other,0.8775414426523298,90,-0.022458557347670216,,
041360,LIGHT DUTY,Light,0.9275845654121864,95,-0.022415434587813587,Underutilized,true
236350,HEAVY DUTY,Heavy,0.8276271281362007,85,-0.022372871863799326,,
020015,LIGHT DUTY,Light,0.9277016129032257,95,-0.02229838709677423,Not Underutilized,false
112517,LIGHT DUTY,Light,0.9277077732974911,95,-0.022292226702508855,Not Underutilized,false
267276,OTHER,Other,0.8781014784946237,90,-0.0218985215053763,,
236315,HEAVY DUTY,Heavy,0.8281289202508961,85,-0.02187107974910385,,
065208,LIGHT DUTY,Light,0.9281569220430108,95,-0.021843077956989143,Not Underutilized,false
114039,LIGHT DUTY,Light,0.9281619623655915,95,-0.021838037634408503,Not Underutilized,false
041248,LIGHT DUTY,Light,0.9282314068100358,95,-0.021768593189964158,Not Underutilized,false
095135,LIGHT DUTY,Light,0.9282370071684588,95,-0.02176299283154115,Not Underutilized,false
067177,LIGHT DUTY,Light,0.9282902105734767,95,-0.02170978942652324,Not Underutilized,false
237269,HEAVY DUTY,Heavy,0.8283226926523297,85,-0.02167730734767026,,
050070,LIGHT DUTY,Light,0.928389896953405,95,-0.021610103046594942,Not Underutilized,false
237230,HEAVY DUTY,Heavy,0.8285411066308244,85,-0.021458893369175613,,
250044,OTHER,Other,0.878990255376344,90,-0.021009744623656013,,
112522,LIGHT DUTY,Light,0.9292674731182796,95,-0.020732526881720337,Not Underutilized,false
201008,LIGHT DUTY,Light,0.9294080421146953,95,-0.020591957885304657,Not Underutilized,false
001119,LIGHT DUTY,Light,0.9294108422939068,95,-0.020589157706093153,Not Underutilized,false
062098,LIGHT DUTY,Light,0.9294898073476703,95,-0.020510192652329673,Not Underutilized,false
319227,OFF-ROAD,Off-Road,0.8595049283154123,88,-0.02049507168458775,,
074030,MEDIUM DUTY,Medium,0.89959957437276,92,-0.020400425627240093,,
159044,MEDIUM DUTY,Medium,0.8997446236559139,92,-0.02025537634408614,,
112561,LIGHT DUTY,Light,0.9297953869047619,95,-0.020204613095238022,Not Underutilized,false
067056,LIGHT DUTY,Light,0.9298235887096774,95,-0.02017641129032255,Not Underutilized,false
041331,LIGHT DUTY,Light,0.9299299955197133,95,-0.02007000448028662,Not Underutilized,false
156195,MEDIUM DUTY,Medium,0.8999613575268817,92,-0.020038642473118373,,
001101,LIGHT DUTY,Light,0.9300016801075269,95,-0.019998319892473027,Not Underutilized,false
323092,OFF-ROAD,Off-Road,0.8600028001792114,88,-0.019997199820788625,,
112510,LIGHT DUTY,Light,0.9300459229390682,95,-0.019954077060931774,Not Underutilized,false
041458,LIGHT DUTY,Light,0.9300935259856631,95,-0.019906474014336872,Not Underutilized,false
067233,LIGHT DUTY,Light,0.9301416890681004,95,-0.019858310931899603,Not Underutilized,false
041510,LIGHT DUTY,Light,0.9302357750896058,95,-0.0197642249103942,Not Underutilized,false
155037,MEDIUM DUTY,Medium,0.9003225806451612,92,-0.0196774193548388,,
095117,LIGHT DUTY,Light,0.930341061827957,95,-0.019658938172043006,Not Underutilized,false
067046,LIGHT DUTY,Light,0.9303472222222223,95,-0.01965277777777763,Not Underutilized,false
267274,OTHER,Other,0.8807941308243729,90,-0.019205869175627166,,
156229,MEDIUM DUTY,Medium,0.9009223790322581,92,-0.019077620967741904,,
067128,MEDIUM DUTY,Medium,0.9009498207885305,92,-0.019050179211469564,,
188040,HEAVY DUTY,Heavy,0.8310209453405019,85,-0.018979054659498118,,
005042,LIGHT DUTY,Light,0.9313194444444445,95,-0.018680555555555478,Not Underutilized,false
050152,LIGHT DUTY,Light,0.9315512992831542,95,-0.01844870071684579,Not Underutilized,false
050107,LIGHT DUTY,Light,0.9315602598566308,95,-0.018439740143369132,Not Underutilized,false
064102,LIGHT DUTY,Light,0.9315602598566308,95,-0.018439740143369132,Not Underutilized,false
113060,LIGHT DUTY,Light,0.9315921818996417,95,-0.018407818100358297,Not Underutilized,false
067145,LIGHT DUTY,Light,0.9316789874551971,95,-0.018321012544802895,Not Underutilized,false
067226,LIGHT DUTY,Light,0.9317271505376344,95,-0.018272849462365515,Not Underutilized,false
080137,MEDIUM DUTY,Medium,0.9017685931899642,92,-0.018231406810035877,,
318017,OFF-ROAD,Off-Road,0.8617820340501792,88,-0.018217965949820836,,
113088,LIGHT DUTY,Light,0.9319870071684588,95,-0.01801299283154112,Not Underutilized,false
067139,LIGHT DUTY,Light,0.9320334901433691,95,-0.01796650985663084,Not Underutilized,false
113059,LIGHT DUTY,Light,0.9320861335125449,95,-0.017913866487455077,Not Underutilized,false
041491,LIGHT DUTY,Light,0.9321314964157706,95,-0.01786850358422931,Not Underutilized,false
112478,LIGHT DUTY,Light,0.9321813396057348,95,-0.017818660394265162,Not Underutilized,false
074025,MEDIUM DUTY,Medium,0.9023650313620072,92,-0.017634968637992854,,
065133,LIGHT DUTY,Light,0.9324456765232975,95,-0.017554323476702494,Not Underutilized,false
045169,LIGHT DUTY,Light,0.9324669578853046,95,-0.017533042114695307,Not Underutilized,false
001055,LIGHT DUTY,Light,0.9325257616487455,95,-0.0174742383512545,Not Underutilized,false
237298,HEAVY DUTY,Heavy,0.8326822916666666,85,-0.017317708333333348,,
115028,MEDIUM DUTY,Medium,0.9027531362007168,92,-0.017246863799283196,,
064173,LIGHT DUTY,Light,0.932799059139785,95,-0.017200940860214953,Underutilized,true
237301,HEAVY DUTY,Heavy,0.8328729166666667,85,-0.017127083333333237,,
095203,LIGHT DUTY,Light,0.9330779569892473,95,-0.01692204301075262,Not Underutilized,false
206081,HEAVY DUTY,Heavy,0.8331014784946237,85,-0.016898521505376296,,
067127,MEDIUM DUTY,Medium,0.9032818100358423,92,-0.016718189964157748,,
158115,HEAVY DUTY,Heavy,0.8332834901433692,85,-0.016716509856630757,,
095136,LIGHT DUTY,Light,0.9334307795698925,95,-0.016569220430107445,Not Underutilized,false
112324,LIGHT DUTY,Light,0.9334761424731183,95,-0.01652385752688168,Not Underutilized,false
319177,OFF-ROAD,Off-Road,0.8634839829749104,88,-0.016516017025089647,,
095187,LIGHT DUTY,Light,0.9334901433691757,95,-0.01650985663082427,Not Underutilized,false
045167,LIGHT DUTY,Light,0.9335562275985663,95,-0.016443772401433687,Not Underutilized,false
095168,LIGHT DUTY,Light,0.933569108422939,95,-0.016430891577060902,Not Underutilized,false
067129,MEDIUM DUTY,Medium,0.9037528001792114,92,-0.016247199820788594,,
045110,LIGHT DUTY,Light,0.9341980286738351,95,-0.0158019713261649,Not Underutilized,false
003254,LIGHT DUTY,Light,0.9345178091397849,95,-0.015482190860215073,Not Underutilized,false
020034,LIGHT DUTY,Light,0.9345525313620072,95,-0.015447468637992734,Not Underutilized,false
319171,OFF-ROAD,Off-Road,0.8645794130824374,88,-0.015420586917562651,,
113093,LIGHT DUTY,Light,0.9346936603942653,95,-0.015306339605734687,Not Underutilized,false
080112,MEDIUM DUTY,Medium,0.9047580645161291,92,-0.015241935483870983,,
065129,LIGHT DUTY,Light,0.9351058467741935,95,-0.01489415322580645,Not Underutilized,false
065152,LIGHT DUTY,Light,0.9354446684587814,95,-0.014555331541218575,Not Underutilized,false
095141,LIGHT DUTY,Light,0.9354625896057347,95,-0.01453741039426526,Not Underutilized,false
007045,LIGHT DUTY,Light,0.9354704301075268,95,-0.014529569892473115,Not Underutilized,false
041258,LIGHT DUTY,Light,0.9354793906810036,95,-0.014520609318996347,Not Underutilized,false
001074,LIGHT DUTY,Light,0.9354838709677419,95,-0.014516129032258074,Underutilized,true
041323,LIGHT DUTY,Light,0.9354838709677419,95,-0.014516129032258074,Not Underutilized,false
041448,LIGHT DUTY,Light,0.9354838709677419,95,-0.014516129032258074,Not Underutilized,false
095235,LIGHT DUTY,Light,0.9354838709677419,95,-0.014516129032258074,Not Underutilized,false
111096,LIGHT DUTY,Light,0.9354838709677419,95,-0.014516129032258074,Not Underutilized,false
127008,LIGHT DUTY,Light,0.9354838709677419,95,-0.014516129032258074,Not Underutilized,false
064172,LIGHT DUTY,Light,0.9355303539426524,95,-0.014469646057347574,Not Underutilized,false
050127,LIGHT DUTY,Light,0.9356742831541218,95,-0.014325716845878134,Not Underutilized,false
065154,LIGHT DUTY,Light,0.9356821236559141,95,-0.014317876344085878,Not Underutilized,false
095173,LIGHT DUTY,Light,0.9359106182795699,95,-0.014089381720430061,Not Underutilized,false
041157,LIGHT DUTY,Light,0.9359358198924732,95,-0.014064180107526747,Not Underutilized,false
061165,LIGHT DUTY,Light,0.936002464157706,95,-0.013997535842293907,Not Underutilized,false
065160,MEDIUM DUTY,Medium,0.906130152329749,92,-0.013869847670251012,,
041238,LIGHT DUTY,Light,0.9362780017921147,95,-0.013721998207885222,Not Underutilized,false
041373,LIGHT DUTY,Light,0.9363457661290323,95,-0.013654233870967647,Not Underutilized,false
041204,LIGHT DUTY,Light,0.9364359318996416,95,-0.013564068100358373,Not Underutilized,false
041301,LIGHT DUTY,Light,0.9367321908602151,95,-0.01326780913978487,Not Underutilized,false
075010,MEDIUM DUTY,Medium,0.9068156362007168,92,-0.013184363799283227,,
003247,LIGHT DUTY,Light,0.9368458781362007,95,-0.013154121863799273,Not Underutilized,false
267142,OTHER,Other,0.8870967741935484,90,-0.012903225806451646,,
267304,OTHER,Other,0.8870967741935484,90,-0.012903225806451646,,
065138,LIGHT DUTY,Light,0.9371432571684588,95,-0.012856742831541146,Not Underutilized,false
156226,MEDIUM DUTY,Medium,0.9071488575268817,92,-0.01285114247311836,,
001166,LIGHT DUTY,Light,0.9372339829749103,95,-0.012766017025089615,Not Underutilized,false
080095,MEDIUM DUTY,Medium,0.9073174283154122,92,-0.012682571684587862,,
188053,HEAVY DUTY,Heavy,0.8373527105734767,85,-0.012647289426523267,,
269077,OTHER,Other,0.8874171146953406,90,-0.012582885304659452,,
041497,LIGHT DUTY,Light,0.9377912186379929,95,-0.012208781362007093,Not Underutilized,false
111089,LIGHT DUTY,Light,0.9378707437275985,95,-0.012129256272401467,Not Underutilized,false
067116,LIGHT DUTY,Light,0.9379737903225807,95,-0.012026209677419297,Not Underutilized,false
222035,MEDIUM DUTY,Medium,0.9080331541218638,92,-0.011966845878136234,,
250508,OTHER,Other,0.8880645161290323,90,-0.011935483870967767,,
159038,MEDIUM DUTY,Medium,0.9081311603942652,92,-0.011868839605734816,,
080116,MEDIUM DUTY,Medium,0.9085187051971326,92,-0.011481294802867414,,
041137,LIGHT DUTY,Light,0.9385814292114696,95,-0.011418570788530369,Not Underutilized,false
191015,HEAVY DUTY,Heavy,0.8387096774193549,85,-0.011290322580645107,,
194052,HEAVY DUTY,Heavy,0.8387096774193549,85,-0.011290322580645107,,
135189,MEDIUM DUTY,Medium,0.9087500000000001,92,-0.011249999999999982,,
095170,LIGHT DUTY,Light,0.9389034498207885,95,-0.011096550179211406,Not Underutilized,false
020022,LIGHT DUTY,Light,0.9391190636200717,95,-0.010880936379928263,Not Underutilized,false
266087,OTHER,Other,0.889138664874552,90,-0.010861335125448068,,
065202,LIGHT DUTY,Light,0.9391784274193548,95,-0.0108215725806452,Not Underutilized,false
050165,LIGHT DUTY,Light,0.9392019489247312,95,-0.010798051075268766,Not Underutilized,false
237254,HEAVY DUTY,Heavy,0.8393923611111112,85,-0.010607638888888826,,
050140,LIGHT DUTY,Light,0.9394069220430107,95,-0.010593077956989272,Not Underutilized,false
001150,LIGHT DUTY,Light,0.9394494847670251,95,-0.0105505152329749,Not Underutilized,false
156089,MEDIUM DUTY,Medium,0.9094595654121863,92,-0.01054043458781373,,
041212,LIGHT DUTY,Light,0.9396600582437277,95,-0.010339941756272286,Not Underutilized,false
158109,HEAVY DUTY,Heavy,0.8397300627240144,85,-0.010269937275985574,,
076109,LIGHT DUTY,Light,0.9399882392473119,95,-0.01001176075268806,Not Underutilized,false
319141,OFF-ROAD,Off-Road,0.8700257616487455,88,-0.00997423835125455,,
112551,MEDIUM DUTY,Medium,0.9100425627240144,92,-0.009957437275985637,,
065163,LIGHT DUTY,Light,0.9400599238351255,95,-0.009940076164874467,Not Underutilized,false
064196,MEDIUM DUTY,Medium,0.9100845654121864,92,-0.009915434587813632,,
266102,OTHER,Other,0.8901209677419355,90,-0.009879032258064524,,
047080,LIGHT DUTY,Light,0.9401478494623656,95,-0.00985215053763433,Not Underutilized,false
094098,LIGHT DUTY,Light,0.9403276209677419,95,-0.009672379032258038,Not Underutilized,false
050157,LIGHT DUTY,Light,0.9403914650537635,95,-0.00960853494623648,Not Underutilized,false
001135,LIGHT DUTY,Light,0.9404172267025089,95,-0.00958277329749102,Not Underutilized,false
041330,LIGHT DUTY,Light,0.9404541890681003,95,-0.009545810931899656,Not Underutilized,false
005025,LIGHT DUTY,Light,0.9404575492831541,95,-0.009542450716845896,Not Underutilized,false
045123,LIGHT DUTY,Light,0.9404631496415771,95,-0.009536850358422888,Not Underutilized,false
248008,OTHER,Other,0.8904681899641577,90,-0.009531810035842359,,
050160,LIGHT DUTY,Light,0.9405185931899641,95,-0.009481406810035842,Not Underutilized,false
045128,LIGHT DUTY,Light,0.9405241935483871,95,-0.009475806451612834,Underutilized,true
322087,OFF-ROAD,Off-Road,0.8705477150537635,88,-0.009452284946236511,,
111062,LIGHT DUTY,Light,0.9405768369175627,95,-0.009423163082437291,Not Underutilized,false
323129,OFF-ROAD,Off-Road,0.8706614023297491,88,-0.009338597670250914,,
115035,LIGHT DUTY,Light,0.9407269265232975,95,-0.009273073476702476,Not Underutilized,false
001128,LIGHT DUTY,Light,0.9408602150537635,95,-0.009139784946236462,Not Underutilized,false
001070,LIGHT DUTY,Light,0.9409386200716846,95,-0.00906137992831535,Not Underutilized,false
045099,LIGHT DUTY,Light,0.9410439068100359,95,-0.008956093189964043,Not Underutilized,false
064198,LIGHT DUTY,Light,0.9411346326164876,95,-0.008865367383512401,Underutilized,true
115048,LIGHT DUTY,Light,0.9412163978494624,95,-0.008783602150537528,Underutilized,true
041353,LIGHT DUTY,Light,0.9412612007168458,95,-0.00873879928315413,Not Underutilized,false
047084,LIGHT DUTY,Light,0.9414745743727598,95,-0.008525425627240124,Not Underutilized,false
041381,LIGHT DUTY,Light,0.9414913754480286,95,-0.008508624551971322,Not Underutilized,false
156172,MEDIUM DUTY,Medium,0.9116593862007168,92,-0.008340613799283192,,
095177,LIGHT DUTY,Light,0.9417237903225807,95,-0.008276209677419266,Not Underutilized,false
067189,MEDIUM DUTY,Medium,0.9118609991039427,92,-0.008139000896057347,,
001140,LIGHT DUTY,Light,0.9418660394265232,95,-0.008133960573476706,Not Underutilized,false
155032,MEDIUM DUTY,Medium,0.9119198028673835,92,-0.00808019713261654,,
111086,LIGHT DUTY,Light,0.942130376344086,95,-0.007869623655913927,Underutilized,true
050122,LIGHT DUTY,Light,0.942145497311828,95,-0.007854502688172005,Not Underutilized,false
206118,HEAVY DUTY,Heavy,0.8421746191756272,85,-0.007825380824372785,,
194022,HEAVY DUTY,Heavy,0.8422188620071684,85,-0.007781137992831533,,
080097,MEDIUM DUTY,Medium,0.9124456765232976,92,-0.007554323476702485,,
046048,LIGHT DUTY,Light,0.942551523297491,95,-0.007448476702508922,Not Underutilized,false
111072,LIGHT DUTY,Light,0.9426484094982078,95,-0.007351590501792127,Not Underutilized,false
046025,LIGHT DUTY,Light,0.942675291218638,95,-0.007324708781361933,Not Underutilized,false
067201,MEDIUM DUTY,Medium,0.9128225806451613,92,-0.007177419354838732,,
041250,LIGHT DUTY,Light,0.9429127464157706,95,-0.007087253584229347,Not Underutilized,false
203005,HEAVY DUTY,Heavy,0.8430510752688172,85,-0.006948924731182804,,
065184,LIGHT DUTY,Light,0.9431177195340502,95,-0.006882280465949742,Not Underutilized,false
250066,OTHER,Other,0.8931356406810036,90,-0.006864359318996427,,
111088,LIGHT DUTY,Light,0.9431787634408602,95,-0.006821236559139798,Not Underutilized,false
041156,LIGHT DUTY,Light,0.9433697356630825,95,-0.006630264336917491,Not Underutilized,false
067200,MEDIUM DUTY,Medium,0.9133870967741936,92,-0.006612903225806432,,
319181,OFF-ROAD,Off-Road,0.8734403001792115,88,-0.006559699820788523,,
323108,OFF-ROAD,Off-Road,0.8734403001792115,88,-0.006559699820788523,,
041390,LIGHT DUTY,Light,0.9435702284946237,95,-0.006429771505376269,Not Underutilized,false
065189,LIGHT DUTY,Light,0.9435937500000001,95,-0.006406249999999836,Not Underutilized,false
044087,LIGHT DUTY,Light,0.9439488127240143,95,-0.006051187275985637,Not Underutilized,false
067120,MEDIUM DUTY,Medium,0.91402833781362,92,-0.005971662186380011,,
135170,MEDIUM DUTY,Medium,0.9142713933691756,92,-0.005728606630824418,,
076070,MEDIUM DUTY,Medium,0.9143946012544802,92,-0.005605398745519796,,
095191,LIGHT DUTY,Light,0.9444366039426523,95,-0.00556339605734768,Not Underutilized,false
041307,LIGHT DUTY,Light,0.9444853270609319,95,-0.005514672939068044,Not Underutilized,false
045029,LIGHT DUTY,Light,0.9447239023297491,95,-0.005276097670250834,Not Underutilized,false
112534,LIGHT DUTY,Light,0.9447552643369176,95,-0.005244735663082367,Not Underutilized,false
074039,MEDIUM DUTY,Medium,0.9147614247311828,92,-0.005238575268817214,,
158096,HEAVY DUTY,Heavy,0.8448678315412187,85,-0.005132168458781283,,
050276,LIGHT DUTY,Light,0.9448706317204302,95,-0.005129368279569779,Not Underutilized,false
266091,OTHER,Other,0.8949669578853047,90,-0.005033042114695352,,
064192,MEDIUM DUTY,Medium,0.9153304211469534,92,-0.004669578853046641,,
285062,OTHER,Other,0.8953416218637993,90,-0.004658378136200736,,
267322,OTHER,Other,0.8953724238351255,90,-0.004627576164874525,,
067155,LIGHT DUTY,Light,0.9454525089605735,95,-0.004547491039426421,Not Underutilized,false
080082,MEDIUM DUTY,Medium,0.9155320340501792,92,-0.004467965949820796,,
094116,LIGHT DUTY,Light,0.9455801971326165,95,-0.0044198028673834155,Not Underutilized,false
041280,LIGHT DUTY,Light,0.945592517921147,95,-0.004407482078852998,Not Underutilized,false
050175,LIGHT DUTY,Light,0.9459498207885305,95,-0.00405017921146944,Not Underutilized,false
237312,HEAVY DUTY,Heavy,0.8461538461538461,85,-0.0038461538461538325,,
319247,OFF-ROAD,Off-Road,0.8763104838709677,88,-0.003689516129032344,,
250060,OTHER,Other,0.8965725806451613,90,-0.003427419354838701,,
067213,MEDIUM DUTY,Medium,0.9169338037634409,92,-0.0030661962365591267,,
041396,LIGHT DUTY,Light,0.947073252688172,95,-0.0029267473118279597,Underutilized,true
076086,MEDIUM DUTY,Medium,0.9171012544802868,92,-0.0028987455197132528,,
266081,OTHER,Other,0.8971544578853047,90,-0.002845542114695343,,
050080,LIGHT DUTY,Light,0.9475319220430108,95,-0.002468077956989112,Not Underutilized,false
112393,LIGHT DUTY,Light,0.9475739247311828,95,-0.0024260752688171072,Not Underutilized,false
114076,LIGHT DUTY,Light,0.9475996863799283,95,-0.002400313620071648,Not Underutilized,false
237243,HEAVY DUTY,Heavy,0.8476596102150538,85,-0.0023403897849462174,,
112444,LIGHT DUTY,Light,0.9478209005376345,95,-0.002179099462365497,Not Underutilized,false
045152,LIGHT DUTY,Light,0.9478948252688173,95,-0.0021051747311826574,Not Underutilized,false
046038,LIGHT DUTY,Light,0.9479166666666667,95,-0.002083333333333215,Not Underutilized,false
065155,MEDIUM DUTY,Medium,0.9180370743727598,92,-0.0019629256272402085,,
206076,HEAVY DUTY,Heavy,0.8483786962365591,85,-0.001621303763440829,,
222032,MEDIUM DUTY,Medium,0.9184106182795698,92,-0.0015893817204302163,,
003340,LIGHT DUTY,Light,0.9484912634408602,95,-0.001508736559139745,Not Underutilized,false
067050,LIGHT DUTY,Light,0.9487981630824373,95,-0.0012018369175627042,Not Underutilized,false
020016,LIGHT DUTY,Light,0.9488950492831542,95,-0.0011049507168457984,Not Underutilized,false
045191,LIGHT DUTY,Light,0.9489891353046596,95,-0.0010108646953403966,Not Underutilized,false
188074,HEAVY DUTY,Heavy,0.8490333781362008,85,-0.0009666218637991442,,
194051,HEAVY DUTY,Heavy,0.8490367383512545,85,-0.0009632616487454948,,
156223,MEDIUM DUTY,Medium,0.9193548387096774,92,-0.00064516129032266,,
050078,LIGHT DUTY,Light,0.949413082437276,95,-0.0005869175627239986,Not Underutilized,false
267311,OTHER,Other,0.8995844534050179,90,-0.000415546594982108,,
206117,HEAVY DUTY,Heavy,0.8499305555555555,85,-6.94444444444553e-05,,
043266,LIGHT DUTY,Light,0.9499764784946236,95,-2.3521505376322693e-05,Not Underutilized,false
