unit_no,unit_type,asset_class,availability_ytd,target,gap_to_target,utilization,disposal_candidate
050024,LIGHT DUTY,Light,0.0,95,-0.95,Not Underutilized,false
156224,MEDIUM DUTY,Medium,0.0,92,-0.92,,
224009,MEDIUM DUTY,Medium,0.0,92,-0.92,,
076061,MEDIUM DUTY,Medium,0.0022160618279570368,92,-0.917783938172043,,
080086,MEDIUM DUTY,Medium,0.00654625896057352,92,-0.9134537410394266,,
294099,OTHER,Other,0.0,90,-0.9,,
CLAW25,OTHER,Other,0.0,90,-0.9,,
CLAW37,OTHER,Other,0.0,90,-0.9,,
CLAW38,OTHER,Other,0.0,90,-0.9,,
CLAW39,OTHER,Other,0.0,90,-0.9,,
319215,OFF-ROAD,Off-Road,0.0,88,-0.88,,
111075,LIGHT DUTY,Light,0.08686155913978491,95,-0.8631384408602151,Not Underutilized,false
202023,HEAVY DUTY,Heavy,0.0,85,-0.85,,
204035,HEAVY DUTY,Heavy,0.0,85,-0.85,,
236339,HEAVY DUTY,Heavy,0.0,85,-0.85,,
237295,HEAVY DUTY,Heavy,0.0,85,-0.85,,
074033,MEDIUM DUTY,Medium,0.07189796146953406,92,-0.848102038530466,,
236333,HEAVY DUTY,Heavy,0.016129032258064516,85,-0.8338709677419355,,
270003,OTHER,Other,0.08391913082437284,90,-0.8160808691756272,,
204034,HEAVY DUTY,Heavy,0.0371622983870969,85,-0.812837701612903,,
236347,HEAVY DUTY,Heavy,0.0395558915770609,85,-0.8104441084229391,,
237248,HEAVY DUTY,Heavy,0.043604950716845836,85,-0.8063950492831542,,
188032,HEAVY DUTY,Heavy,0.05459509408602159,85,-0.7954049059139784,,
111119,LIGHT DUTY,Light,0.16765064964157708,95,-0.7823493503584229,Not Underutilized,false
154061,MEDIUM DUTY,Medium,0.1385478270609318,92,-0.7814521729390682,,
190001,HEAVY DUTY,Heavy,0.07364751344086028,85,-0.7763524865591397,,
319121,OFF-ROAD,Off-Road,0.11290322580645161,88,-0.7670967741935484,,
065195,LIGHT DUTY,Light,0.1892221102150538,95,-0.7607778897849462,Not Underutilized,false
188083,HEAVY DUTY,Heavy,0.10425795250896057,85,-0.7457420474910395,,
065147,LIGHT DUTY,Light,0.20650537634408603,95,-0.7434946236559139,Not Underutilized,false
112386,LIGHT DUTY,Light,0.21156137992831545,95,-0.7384386200716845,Not Underutilized,false
043279,LIGHT DUTY,Light,0.22147625448028674,95,-0.7285237455197132,Not Underutilized,false
050067,LIGHT DUTY,Light,0.22587141577060935,95,-0.7241285842293906,Not Underutilized,false
041419,LIGHT DUTY,Light,0.22663754480286738,95,-0.7233624551971326,Not Underutilized,false
237251,HEAVY DUTY,Heavy,0.13219702060931907,85,-0.7178029793906809,,
159049,MEDIUM DUTY,Medium,0.20519901761517606,92,-0.714800982384824,,
319051,OFF-ROAD,Off-Road,0.16639336917562722,88,-0.7136066308243728,,
319147,OFF-ROAD,Off-Road,0.16641241039426524,88,-0.7135875896057348,,
094099,LIGHT DUTY,Light,0.23959509408602145,95,-0.7104049059139785,Not Underutilized,false
236340,HEAVY DUTY,Heavy,0.14144993279569898,85,-0.708550067204301,,
318039,OFF-ROAD,Off-Road,0.17966117831541226,88,-0.7003388216845877,,
050210,LIGHT DUTY,Light,0.2508445340501792,95,-0.6991554659498207,Not Underutilized,false
041343,LIGHT DUTY,Light,0.2529866711469534,95,-0.6970133288530466,Not Underutilized,false
321006,OFF-ROAD,Off-Road,0.18362007168458774,88,-0.6963799283154123,,
076112,MEDIUM DUTY,Medium,0.22466397849462366,92,-0.6953360215053763,,
067065,LIGHT DUTY,Light,0.25806451612903225,95,-0.6919354838709677,Not Underutilized,false
095120,LIGHT DUTY,Light,0.25812724014336913,95,-0.6918727598566308,Not Underutilized,false
188048,HEAVY DUTY,Heavy,0.16129032258064516,85,-0.6887096774193548,,
067153,LIGHT DUTY,Light,0.26464101702508963,95,-0.6853589829749103,Not Underutilized,false
050071,LIGHT DUTY,Light,0.2658484543010753,95,-0.6841515456989247,Not Underutilized,false
157042,MEDIUM DUTY,Medium,0.2432017249103942,92,-0.6767982750896058,,
237294,HEAVY DUTY,Heavy,0.17444220430107524,85,-0.6755577956989247,,
191016,HEAVY DUTY,Heavy,0.17637992831541213,85,-0.6736200716845878,,
205025,HEAVY DUTY,Heavy,0.1782935707885305,85,-0.6717064292114695,,
329048,OFF-ROAD,Off-Road,0.20967741935483872,88,-0.6703225806451613,,
204029,HEAVY DUTY,Heavy,0.1809750224014337,85,-0.6690249775985663,,
191017,HEAVY DUTY,Heavy,0.1852570564516129,85,-0.6647429435483871,,
041492,LIGHT DUTY,Light,0.28572524641577063,95,-0.6642747535842293,Not Underutilized,false
114063,MEDIUM DUTY,Medium,0.25806451612903225,92,-0.6619354838709678,,
076128,MEDIUM DUTY,Medium,0.2664746732026144,92,-0.6535253267973856,,
045161,LIGHT DUTY,Light,0.29865871415770606,95,-0.6513412858422939,Not Underutilized,false
202044,HEAVY DUTY,Heavy,0.19873543906810037,85,-0.6512645609318997,,
222034,MEDIUM DUTY,Medium,0.27615759408602153,92,-0.6438424059139785,,
112291,LIGHT DUTY,Light,0.31363183243727594,95,-0.636368167562724,Not Underutilized,false
041192,LIGHT DUTY,Light,0.3139471326164873,95,-0.6360528673835126,Not Underutilized,false
319245,OFF-ROAD,Off-Road,0.24487623207885303,88,-0.635123767921147,,
064174,LIGHT DUTY,Light,0.3216677867383512,95,-0.6283322132616487,Not Underutilized,false
156115,MEDIUM DUTY,Medium,0.292652329749104,92,-0.627347670250896,,
074016,MEDIUM DUTY,Medium,0.2948034274193549,92,-0.6251965725806452,,
319221,OFF-ROAD,Off-Road,0.25728718637992826,88,-0.6227128136200717,,
067032,LIGHT DUTY,Light,0.3278864247311828,95,-0.6221135752688172,Not Underutilized,false
347018,OFF-ROAD,Off-Road,0.25806451612903225,88,-0.6219354838709678,,
112382,LIGHT DUTY,Light,0.33293738799283157,95,-0.6170626120071684,Not Underutilized,false
158088,HEAVY DUTY,Heavy,0.2337477598566308,85,-0.6162522401433692,,
065142,MEDIUM DUTY,Medium,0.30587757616487454,92,-0.6141224238351255,,
156178,MEDIUM DUTY,Medium,0.3064516129032258,92,-0.6135483870967742,,
CLAW36,OTHER,Other,0.2881591621863799,90,-0.6118408378136202,,
236358,HEAVY DUTY,Heavy,0.23821572580645156,85,-0.6117842741935484,,
329056,OFF-ROAD,Off-Road,0.2688832885304659,88,-0.6111167114695342,,
323070,OFF-ROAD,Off-Road,0.26968918010752685,88,-0.6103108198924732,,
045194,LIGHT DUTY,Light,0.34075212813620076,95,-0.6092478718637993,Not Underutilized,false
047038,LIGHT DUTY,Light,0.34713317652329756,95,-0.6028668234767024,Not Underutilized,false
050252,LIGHT DUTY,Light,0.35020497311827953,95,-0.5997950268817205,Not Underutilized,false
074032,MEDIUM DUTY,Medium,0.3225806451612903,92,-0.5974193548387097,,
076043,MEDIUM DUTY,Medium,0.3225806451612903,92,-0.5974193548387097,,
266090,OTHER,Other,0.31596830197132614,90,-0.5840316980286739,,
001072,LIGHT DUTY,Light,0.3661396729390682,95,-0.5838603270609317,Not Underutilized,false
329078,OFF-ROAD,Off-Road,0.29836469534050175,88,-0.5816353046594982,,
319214,OFF-ROAD,Off-Road,0.30559587813620065,88,-0.5744041218637994,,
321010,OFF-ROAD,Off-Road,0.31357328869047624,88,-0.5664267113095238,,
041296,LIGHT DUTY,Light,0.38404401881720435,95,-0.5659559811827957,Not Underutilized,false
188039,HEAVY DUTY,Heavy,0.2861620743727598,85,-0.5638379256272401,,
204024,HEAVY DUTY,Heavy,0.28805835573476707,85,-0.561941644265233,,
156197,MEDIUM DUTY,Medium,0.3598325492831541,92,-0.5601674507168459,,
188069,HEAVY DUTY,Heavy,0.29031362007168454,85,-0.5596863799283154,,
319239,OFF-ROAD,Off-Road,0.3225806451612903,88,-0.5574193548387096,,
236357,HEAVY DUTY,Heavy,0.2934094982078853,85,-0.5565905017921147,,
319235,OFF-ROAD,Off-Road,0.32352318548387105,88,-0.556476814516129,,
319210,OFF-ROAD,Off-Road,0.3316364247311828,88,-0.5483635752688172,,
319213,OFF-ROAD,Off-Road,0.3325996863799283,88,-0.5474003136200717,,
050223,LIGHT DUTY,Light,0.4032258064516129,95,-0.5467741935483871,Not Underutilized,false
050237,LIGHT DUTY,Light,0.41333613351254483,95,-0.5366638664874551,Not Underutilized,false
076051,MEDIUM DUTY,Medium,0.3833411738351255,92,-0.5366588261648746,,
223076,HEAVY DUTY,Heavy,0.315611559139785,85,-0.534388440860215,,
329040,OFF-ROAD,Off-Road,0.3461531137992831,88,-0.5338468862007169,,
329050,OFF-ROAD,Off-Road,0.34645945340501794,88,-0.5335405465949821,,
347039,OFF-ROAD,Off-Road,0.34792674731182793,88,-0.5320732526881721,,
064193,MEDIUM DUTY,Medium,0.38856686827956993,92,-0.5314331317204302,,
112529,LIGHT DUTY,Light,0.419371079749104,95,-0.530628920250896,Not Underutilized,false
206075,HEAVY DUTY,Heavy,0.32480958781362007,85,-0.52519041218638,,
319237,OFF-ROAD,Off-Road,0.35487007168458784,88,-0.5251299283154122,,
319231,OFF-ROAD,Off-Road,0.3548706317204302,88,-0.5251293682795698,,
188054,HEAVY DUTY,Heavy,0.33053315412186385,85,-0.5194668458781362,,
064159,LIGHT DUTY,Light,0.4327161738351254,95,-0.5172838261648746,Not Underutilized,false
222049,MEDIUM DUTY,Medium,0.40818212365591405,92,-0.5118178763440859,,
187027,HEAVY DUTY,Heavy,0.3452178539426523,85,-0.5047821460573476,,
051011,LIGHT DUTY,Light,0.44751008064516135,95,-0.5024899193548387,Not Underutilized,false
156150,MEDIUM DUTY,Medium,0.4184722222222222,92,-0.5015277777777778,,
319229,OFF-ROAD,Off-Road,0.38289314516129025,88,-0.49710685483870976,,
076079,MEDIUM DUTY,Medium,0.4245183691756273,92,-0.49548163082437274,,
319196,OFF-ROAD,Off-Road,0.38730958781362007,88,-0.49269041218637993,,
373003,OFF-ROAD,Off-Road,0.38732862903225806,88,-0.49267137096774194,,
319173,OFF-ROAD,Off-Road,0.38853214605734765,88,-0.49146785394265236,,
194032,HEAVY DUTY,Heavy,0.3596667786738352,85,-0.4903332213261648,,
204026,HEAVY DUTY,Heavy,0.3676618503584229,85,-0.48233814964157706,,
329057,OFF-ROAD,Off-Road,0.4032258064516129,88,-0.4767741935483871,,
319106,OFF-ROAD,Off-Road,0.4108131720430107,88,-0.4691868279569893,,
112433,LIGHT DUTY,Light,0.48112399193548383,95,-0.4688760080645161,Not Underutilized,false
318059,OFF-ROAD,Off-Road,0.4134302195340501,88,-0.4665697804659499,,
005018,LIGHT DUTY,Light,0.48478102598566314,95,-0.4652189740143368,Not Underutilized,false
156185,MEDIUM DUTY,Medium,0.46119791666666676,92,-0.4588020833333333,,
195003,HEAVY DUTY,Heavy,0.3916218637992831,85,-0.4583781362007169,,
046052,LIGHT DUTY,Light,0.4923051075268817,95,-0.45769489247311823,Not Underutilized,false
205010,HEAVY DUTY,Heavy,0.3941493055555555,85,-0.4558506944444445,,
064179,MEDIUM DUTY,Medium,0.46425739247311826,92,-0.4557426075268818,,
007036,LIGHT DUTY,Light,0.49446908602150536,95,-0.4555309139784946,Not Underutilized,false
204022,HEAVY DUTY,Heavy,0.39526041666666667,85,-0.4547395833333333,,
190004,HEAVY DUTY,Heavy,0.39662578405017923,85,-0.45337421594982075,,
112541,LIGHT DUTY,Light,0.4971242159498208,95,-0.45287578405017914,Not Underutilized,false
322106,OFF-ROAD,Off-Road,0.4301808915770609,88,-0.4498191084229391,,
347038,OFF-ROAD,Off-Road,0.4323476702508961,88,-0.4476523297491039,,
067025,LIGHT DUTY,Light,0.5057543682795699,95,-0.4442456317204301,Not Underutilized,false
237268,HEAVY DUTY,Heavy,0.4073095878136201,85,-0.4426904121863799,,
223092,HEAVY DUTY,Heavy,0.407519041218638,85,-0.44248095878136195,,
041488,LIGHT DUTY,Light,0.5076377688172042,95,-0.4423622311827957,Not Underutilized,false
222056,MEDIUM DUTY,Medium,0.47780297939068106,92,-0.442197020609319,,
319179,OFF-ROAD,Off-Road,0.438361335125448,88,-0.441638664874552,,
045080,LIGHT DUTY,Light,0.508637432795699,95,-0.441362567204301,Not Underutilized,false
041524,LIGHT DUTY,Light,0.5112780017921147,95,-0.43872199820788527,Not Underutilized,false
156175,MEDIUM DUTY,Medium,0.4842669130824373,92,-0.43573308691756274,,
050240,LIGHT DUTY,Light,0.5143005152329749,95,-0.435699484767025,Not Underutilized,false
236366,HEAVY DUTY,Heavy,0.4156664426523297,85,-0.43433355734767026,,
236322,HEAVY DUTY,Heavy,0.4173667114695341,85,-0.4326332885304659,,
046037,LIGHT DUTY,Light,0.519026097670251,95,-0.43097390232974897,Not Underutilized,false
206089,HEAVY DUTY,Heavy,0.41935483870967744,85,-0.43064516129032254,,
237255,HEAVY DUTY,Heavy,0.42019209229390675,85,-0.42980790770609323,,
050144,LIGHT DUTY,Light,0.5214723342293907,95,-0.4285276657706093,Not Underutilized,false
161034,HEAVY DUTY,Heavy,0.4217999551971326,85,-0.4282000448028674,,
319230,OFF-ROAD,Off-Road,0.4521880600358423,88,-0.42781193996415773,,
067070,LIGHT DUTY,Light,0.5232762096774193,95,-0.4267237903225807,Not Underutilized,false
005023,LIGHT DUTY,Light,0.5244438844086021,95,-0.42555611559139783,Not Underutilized,false
067066,LIGHT DUTY,Light,0.5247771057347671,95,-0.42522289426523285,Not Underutilized,false
223106,HEAVY DUTY,Heavy,0.4257299054373523,85,-0.4242700945626477,,
050164,LIGHT DUTY,Light,0.5275095206093189,95,-0.4224904793906811,Not Underutilized,false
318018,OFF-ROAD,Off-Road,0.4626008064516129,88,-0.4173991935483871,,
095137,LIGHT DUTY,Light,0.5327156137992832,95,-0.41728438620071673,Underutilized,true
080127,MEDIUM DUTY,Medium,0.5027184139784946,92,-0.41728158602150545,,
202029,HEAVY DUTY,Heavy,0.43290714605734765,85,-0.41709285394265233,,
135185,MEDIUM DUTY,Medium,0.5068565188172043,92,-0.41314348118279576,,
319144,OFF-ROAD,Off-Road,0.46774193548387094,88,-0.41225806451612906,,
223113,HEAVY DUTY,Heavy,0.4394166666666667,85,-0.4105833333333333,,
347020,OFF-ROAD,Off-Road,0.4716431451612903,88,-0.4083568548387097,,
202025,HEAVY DUTY,Heavy,0.4416929883512544,85,-0.40830701164874555,,
223108,HEAVY DUTY,Heavy,0.4426201201201201,85,-0.4073798798798799,,
237291,HEAVY DUTY,Heavy,0.4435388664874552,85,-0.40646113351254476,,
156163,MEDIUM DUTY,Medium,0.5136273521505376,92,-0.4063726478494625,,
050064,LIGHT DUTY,Light,0.5448415098566308,95,-0.40515849014336913,Not Underutilized,false
045070,LIGHT DUTY,Light,0.5450431227598567,95,-0.4049568772401433,Not Underutilized,false
319211,OFF-ROAD,Off-Road,0.47530353942652326,88,-0.40469646057347675,,
050186,LIGHT DUTY,Light,0.5461155913978495,95,-0.40388440860215047,Not Underutilized,false
319180,OFF-ROAD,Off-Road,0.4771846998207886,88,-0.4028153001792114,,
045121,LIGHT DUTY,Light,0.5483870967741935,95,-0.40161290322580645,Not Underutilized,false
045151,LIGHT DUTY,Light,0.5486575940860214,95,-0.4013424059139785,Not Underutilized,false
156153,MEDIUM DUTY,Medium,0.5207846102150537,92,-0.3992153897849463,,
113075,LIGHT DUTY,Light,0.5509066980286738,95,-0.3990933019713262,Not Underutilized,false
041536,LIGHT DUTY,Light,0.5522944668458781,95,-0.3977055331541218,Not Underutilized,false
112487,LIGHT DUTY,Light,0.5548056675627241,95,-0.39519433243727586,Not Underutilized,false
111054,LIGHT DUTY,Light,0.5550840053763441,95,-0.3949159946236559,Not Underutilized,false
158095,HEAVY DUTY,Heavy,0.45868111559139785,85,-0.39131888440860213,,
080145,MEDIUM DUTY,Medium,0.5287466397849463,92,-0.39125336021505375,,
076096,MEDIUM DUTY,Medium,0.5304026657706093,92,-0.3895973342293907,,
111081,LIGHT DUTY,Light,0.563769041218638,95,-0.38623095878136193,Not Underutilized,false
188082,HEAVY DUTY,Heavy,0.46454581093189967,85,-0.3854541890681003,,
237292,HEAVY DUTY,Heavy,0.46456429211469535,85,-0.3854357078853046,,
080128,MEDIUM DUTY,Medium,0.5361043906810036,92,-0.38389560931899647,,
237300,HEAVY DUTY,Heavy,0.4667215501792116,85,-0.3832784498207884,,
112333,LIGHT DUTY,Light,0.5672888664874552,95,-0.3827111335125447,Not Underutilized,false
236345,HEAVY DUTY,Heavy,0.4673269489247312,85,-0.3826730510752688,,
135142,LIGHT DUTY,Light,0.5676702508960574,95,-0.3823297491039426,Not Underutilized,false
074012,MEDIUM DUTY,Medium,0.5391168234767025,92,-0.3808831765232975,,
076117,MEDIUM DUTY,Medium,0.5405701164874552,92,-0.3794298835125448,,
202027,HEAVY DUTY,Heavy,0.4716224238351254,85,-0.37837757616487455,,
114054,LIGHT DUTY,Light,0.5720984543010752,95,-0.37790154569892476,Not Underutilized,false
161029,HEAVY DUTY,Heavy,0.47270945340501797,85,-0.377290546594982,,
045149,LIGHT DUTY,Light,0.5732050851254481,95,-0.37679491487455186,Not Underutilized,false
072209,MEDIUM DUTY,Medium,0.5445334901433693,92,-0.37546650985663077,,
065146,LIGHT DUTY,Light,0.5757342069892473,95,-0.3742657930107527,Not Underutilized,false
222033,MEDIUM DUTY,Medium,0.5471751792114695,92,-0.3728248207885305,,
156118,MEDIUM DUTY,Medium,0.5499288754480287,92,-0.37007112455197133,,
051022,LIGHT DUTY,Light,0.5820816532258064,95,-0.36791834677419355,Not Underutilized,false
158097,HEAVY DUTY,Heavy,0.4838709677419355,85,-0.3661290322580645,,
113087,LIGHT DUTY,Light,0.5839902553763442,95,-0.36600974462365576,Not Underutilized,false
076045,MEDIUM DUTY,Medium,0.5546656586021506,92,-0.3653343413978495,,
076124,MEDIUM DUTY,Medium,0.5564600134408602,92,-0.3635399865591399,,
063094,LIGHT DUTY,Light,0.5870082885304659,95,-0.362991711469534,Not Underutilized,false
156151,MEDIUM DUTY,Medium,0.5596802195340502,92,-0.3603197804659498,,
095148,LIGHT DUTY,Light,0.5907196460573477,95,-0.35928035394265223,Not Underutilized,false
005017,LIGHT DUTY,Light,0.5909487007168459,95,-0.35905129928315405,Not Underutilized,false
236338,HEAVY DUTY,Heavy,0.491770273297491,85,-0.35822972670250897,,
236348,HEAVY DUTY,Heavy,0.492802979390681,85,-0.35719702060931896,,
206077,HEAVY DUTY,Heavy,0.4928203405017921,85,-0.3571796594982079,,
194033,HEAVY DUTY,Heavy,0.49285226254480285,85,-0.3571477374551971,,
041311,LIGHT DUTY,Light,0.5938748879928315,95,-0.35612511200716845,Not Underutilized,false
095152,LIGHT DUTY,Light,0.5946869399641578,95,-0.3553130600358422,Not Underutilized,false
075014,MEDIUM DUTY,Medium,0.5651215277777777,92,-0.35487847222222235,,
043272,LIGHT DUTY,Light,0.5963541666666666,95,-0.3536458333333333,Underutilized,true
051028,LIGHT DUTY,Light,0.5967025089605734,95,-0.35329749103942654,Not Underutilized,false
041399,LIGHT DUTY,Light,0.5967741935483871,95,-0.35322580645161283,Not Underutilized,false
204038,HEAVY DUTY,Heavy,0.49754144265232975,85,-0.35245855734767023,,
045066,LIGHT DUTY,Light,0.5980689964157706,95,-0.35193100358422935,Not Underutilized,false
157047,MEDIUM DUTY,Medium,0.5694226030465949,92,-0.3505773969534052,,
318038,OFF-ROAD,Off-Road,0.532258064516129,88,-0.347741935483871,,
208012,MEDIUM DUTY,Medium,0.5730460349462365,92,-0.3469539650537635,,
319205,OFF-ROAD,Off-Road,0.5351892921146953,88,-0.34481070788530466,,
201005,LIGHT DUTY,Light,0.6075123207885305,95,-0.3424876792114695,Not Underutilized,false
237247,HEAVY DUTY,Heavy,0.5100112007168458,85,-0.3399887992831542,,
319251,OFF-ROAD,Off-Road,0.540099126344086,88,-0.33990087365591404,,
067104,MEDIUM DUTY,Medium,0.5806451612903226,92,-0.3393548387096774,,
187032,HEAVY DUTY,Heavy,0.5124283154121864,85,-0.3375716845878136,,
267314,OTHER,Other,0.562585685483871,90,-0.337414314516129,,
189019,MEDIUM DUTY,Medium,0.5828040994623656,92,-0.3371959005376345,,
067214,MEDIUM DUTY,Medium,0.5837931227598567,92,-0.3362068772401433,,
191010,HEAVY DUTY,Heavy,0.5143576388888889,85,-0.3356423611111111,,
114031,MEDIUM DUTY,Medium,0.5874999999999999,92,-0.33250000000000013,,
045177,LIGHT DUTY,Light,0.6176164874551971,95,-0.3323835125448028,Not Underutilized,false
274036,OTHER,Other,0.5696566980286738,90,-0.3303433019713262,,
064188,LIGHT DUTY,Light,0.6202503360215055,95,-0.3297496639784945,Not Underutilized,false
319220,OFF-ROAD,Off-Road,0.5509683019713262,88,-0.3290316980286738,,
095145,LIGHT DUTY,Light,0.6215826612903226,95,-0.3284173387096774,Not Underutilized,false
156154,MEDIUM DUTY,Medium,0.5919472446236559,92,-0.32805275537634415,,
156121,MEDIUM DUTY,Medium,0.5919534050179212,92,-0.3280465949820789,,
050246,LIGHT DUTY,Light,0.622200940860215,95,-0.3277990591397849,Not Underutilized,false
067243,LIGHT DUTY,Light,0.6230566756272401,95,-0.32694332437275986,Not Underutilized,false
319200,OFF-ROAD,Off-Road,0.5540137768817205,88,-0.3259862231182795,,
041298,LIGHT DUTY,Light,0.62515625,95,-0.32484375,Not Underutilized,false
067072,LIGHT DUTY,Light,0.6270620519713261,95,-0.3229379480286738,Not Underutilized,false
319193,OFF-ROAD,Off-Road,0.5582773297491039,88,-0.32172267025089607,,
094136,LIGHT DUTY,Light,0.6284576612903225,95,-0.3215423387096774,Not Underutilized,false
112427,LIGHT DUTY,Light,0.6291123431899641,95,-0.32088765681003584,Not Underutilized,false
378365,OFF-ROAD,Off-Road,0.5593296370967742,88,-0.3206703629032258,,
003319,LIGHT DUTY,Light,0.6311363127240143,95,-0.3188636872759857,Not Underutilized,false
324035,OFF-ROAD,Off-Road,0.5621863799283154,88,-0.31781362007168457,,
201006,LIGHT DUTY,Light,0.6328197804659499,95,-0.31718021953405007,Not Underutilized,false
112480,LIGHT DUTY,Light,0.6334005376344085,95,-0.31659946236559144,Not Underutilized,false
050074,LIGHT DUTY,Light,0.6335450268817204,95,-0.3164549731182795,Not Underutilized,false
050051,LIGHT DUTY,Light,0.6336251120071685,95,-0.3163748879928314,Not Underutilized,false
135157,HEAVY DUTY,Heavy,0.5341526657706094,85,-0.3158473342293906,,
319152,OFF-ROAD,Off-Road,0.5649305555555556,88,-0.3150694444444444,,
188067,HEAVY DUTY,Heavy,0.5350968862007168,85,-0.31490311379928315,,
076069,MEDIUM DUTY,Medium,0.6050996863799283,92,-0.31490031362007176,,
067154,LIGHT DUTY,Light,0.6351019265232976,95,-0.3148980734767024,Not Underutilized,false
074031,MEDIUM DUTY,Medium,0.6061805555555556,92,-0.31381944444444443,,
156182,MEDIUM DUTY,Medium,0.606913082437276,92,-0.313086917562724,,
065135,LIGHT DUTY,Light,0.6373090277777778,95,-0.3126909722222222,Not Underutilized,false
067045,LIGHT DUTY,Light,0.6384671818996416,95,-0.3115328181003584,Not Underutilized,false
267251,OTHER,Other,0.5891364247311828,90,-0.31086357526881725,,
194046,HEAVY DUTY,Heavy,0.5401176075268816,85,-0.30988239247311833,,
041131,LIGHT DUTY,Light,0.640709005376344,95,-0.30929099462365595,Not Underutilized,false
188059,HEAVY DUTY,Heavy,0.5412012768817205,85,-0.3087987231182795,,
050168,LIGHT DUTY,Light,0.6420435707885305,95,-0.3079564292114695,Not Underutilized,false
156174,MEDIUM DUTY,Medium,0.6129032258064516,92,-0.3070967741935484,,
329079,OFF-ROAD,Off-Road,0.5730393145161291,88,-0.3069606854838709,,
076042,MEDIUM DUTY,Medium,0.6134918234767025,92,-0.30650817652329754,,
201007,LIGHT DUTY,Light,0.644014896953405,95,-0.305985103046595,Not Underutilized,false
041517,LIGHT DUTY,Light,0.6441689068100359,95,-0.30583109318996404,Not Underutilized,false
250065,OTHER,Other,0.5958523745519713,90,-0.30414762544802876,,
067156,LIGHT DUTY,Light,0.6467725134408603,95,-0.30322748655913967,Not Underutilized,false
135182,MEDIUM DUTY,Medium,0.6168391577060931,92,-0.30316084229390694,,
111104,LIGHT DUTY,Light,0.647258064516129,95,-0.30274193548387096,Not Underutilized,false
064167,LIGHT DUTY,Light,0.6473521505376345,95,-0.30264784946236545,Not Underutilized,false
159021,HEAVY DUTY,Heavy,0.5481776433691756,85,-0.30182235663082435,,
095209,LIGHT DUTY,Light,0.6487981630824372,95,-0.30120183691756275,Not Underutilized,false
156204,MEDIUM DUTY,Medium,0.6189902553763441,92,-0.30100974462365593,,
048053,LIGHT DUTY,Light,0.6491481854838709,95,-0.3008518145161291,Not Underutilized,false
161032,HEAVY DUTY,Heavy,0.5494842069892474,85,-0.3005157930107526,,
322105,OFF-ROAD,Off-Road,0.5805381944444444,88,-0.29946180555555557,,
112283,LIGHT DUTY,Light,0.6510528673835125,95,-0.2989471326164874,Not Underutilized,false
045101,LIGHT DUTY,Light,0.6511531137992831,95,-0.29884688620071687,Not Underutilized,false
111073,LIGHT DUTY,Light,0.6522832661290323,95,-0.29771673387096764,Not Underutilized,false
112411,LIGHT DUTY,Light,0.6523969534050179,95,-0.29760304659498205,Underutilized,true
050128,LIGHT DUTY,Light,0.6526444892473119,95,-0.29735551075268807,Not Underutilized,false
041129,LIGHT DUTY,Light,0.6531653225806452,95,-0.29683467741935476,Not Underutilized,false
045144,LIGHT DUTY,Light,0.6532140456989247,95,-0.29678595430107524,Not Underutilized,false
267144,OTHER,Other,0.6045245295698924,90,-0.2954754704301076,,
067086,LIGHT DUTY,Light,0.6561878360215053,95,-0.29381216397849463,,
222040,MEDIUM DUTY,Medium,0.6268862007168459,92,-0.2931137992831542,,
065127,LIGHT DUTY,Light,0.6588608870967743,95,-0.2911391129032257,Not Underutilized,false
318020,OFF-ROAD,Off-Road,0.5889773745519712,88,-0.2910226254480288,,
065131,LIGHT DUTY,Light,0.6605040322580645,95,-0.2894959677419354,Not Underutilized,false
194040,HEAVY DUTY,Heavy,0.5606591621863799,85,-0.2893408378136201,,
080130,MEDIUM DUTY,Medium,0.6307342069892472,92,-0.28926579301075284,,
156191,MEDIUM DUTY,Medium,0.6310909498207885,92,-0.28890905017921154,,
112447,LIGHT DUTY,Light,0.6612903225806451,95,-0.2887096774193548,Not Underutilized,false
067137,LIGHT DUTY,Light,0.6622127016129032,95,-0.2877872983870967,Not Underutilized,false
067158,LIGHT DUTY,Light,0.6626607302867383,95,-0.2873392697132616,Not Underutilized,false
158081,HEAVY DUTY,Heavy,0.5640076164874551,85,-0.28599238351254486,,
191018,HEAVY DUTY,Heavy,0.5645161290322581,85,-0.28548387096774186,,
065136,LIGHT DUTY,Light,0.6645312499999999,95,-0.28546875000000005,Not Underutilized,false
076053,MEDIUM DUTY,Medium,0.6350224014336917,92,-0.28497759856630833,,
045137,LIGHT DUTY,Light,0.6657470878136201,95,-0.2842529121863798,Not Underutilized,false
188077,HEAVY DUTY,Heavy,0.5667237903225806,85,-0.2832762096774194,,
306001,OFF-ROAD,Off-Road,0.5967741935483871,88,-0.2832258064516129,,
324024,OFF-ROAD,Off-Road,0.5967741935483871,88,-0.2832258064516129,,
005035,LIGHT DUTY,Light,0.6684391801075269,95,-0.28156081989247306,Not Underutilized,false
236374,HEAVY DUTY,Heavy,0.568523185483871,85,-0.28147681451612894,,
204036,HEAVY DUTY,Heavy,0.5690059363799282,85,-0.28099406362007173,,
319209,OFF-ROAD,Off-Road,0.5991358646953405,88,-0.2808641353046595,,
159034,HEAVY DUTY,Heavy,0.5700744847670252,85,-0.2799255152329748,,
112505,LIGHT DUTY,Light,0.6701114471326165,95,-0.27988855286738346,Not Underutilized,false
