_id,UNIT_NO,YEAR,MAKE,MODEL,CATEGORY,CAT_DESC,UNIT_TYPE,CATEGORY_CLASS,CAT_GRP,IN_SERV_DT,STATUS_DESC,CLASS2,HIGH_PRIORITY,OWNER_DIVISION,REF_DIVISION,SEASONAL,AVAILABILITY_YTD,unit_key_int,fleet_age,Utilization,specialized_units,REF_USING_DIV,owner_division_key,using_division_key
445,041310,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-11-20,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41310,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
446,041311,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-09-06,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.5938748879928315,41311,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
447,041312,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-10-09,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9579183467741935,41312,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
448,041313,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-10-08,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.7915076164874552,41313,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
449,041314,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-08-19,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41314,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
450,041315,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-09-06,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9803214605734767,41315,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
451,041316,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-08-12,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41316,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
452,041317,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-09-03,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9241795474910395,41317,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
453,041318,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-08-29,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41318,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
454,041319,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-09-06,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41319,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
455,041320,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-09-24,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.7983786962365591,41320,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
456,041321,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-09-06,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9040737007168459,41321,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
457,041322,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-10-31,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41322,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
458,041323,2019,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2019-09-06,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9354838709677419,41323,4,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
459,041324,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-24,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.898006832437276,41324,3,Not Underutilized,No,SOLID WASTE MANAGEMENT,16,16
460,041325,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-26,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9568531586021506,41325,3,Not Underutilized,No,SOLID WASTE MANAGEMENT,16,16
461,041326,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8625336021505376,41326,3,Not Underutilized,No,SOLID WASTE MANAGEMENT,16,16
462,041327,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-18,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8800694444444445,41327,3,Not Underutilized,No,SOLID WASTE MANAGEMENT,16,16
463,041328,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-27,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9255482750896058,41328,3,Not Underutilized,No,SOLID WASTE MANAGEMENT,16,16
464,041329,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-17,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,1.0,41329,3,Not Underutilized,No,SOLID WASTE MANAGEMENT,16,16
465,041330,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-04-27,Active Unit,FLEE,None,MUNICIPAL LICENSING & STDS,MUNICIPAL LICENSING & STDS,Non Seasonal,0.9404541890681003,41330,3,Not Underutilized,No,MUNICIPAL LICENSING & STDS,10,10
466,041331,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-04-27,Active Unit,FLEE,None,MUNICIPAL LICENSING & STDS,MUNICIPAL LICENSING & STDS,Non Seasonal,0.9299299955197133,41331,3,Not Underutilized,No,MUNICIPAL LICENSING & STDS,10,10
467,041332,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-06-29,Active Unit,FLEE,None,MUNICIPAL LICENSING & STDS,MUNICIPAL LICENSING & STDS,Non Seasonal,0.8470418906810034,41332,3,Not Underutilized,No,MUNICIPAL LICENSING & STDS,10,10
468,041333,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-05-26,Active Unit,FLEE,None,MUNICIPAL LICENSING & STDS,MUNICIPAL LICENSING & STDS,Non Seasonal,0.9745833333333332,41333,3,Not Underutilized,No,MUNICIPAL LICENSING & STDS,10,10
469,041334,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-05-26,Active Unit,FLEE,None,MUNICIPAL LICENSING & STDS,MUNICIPAL LICENSING & STDS,Non Seasonal,0.8529121863799284,41334,3,Not Underutilized,No,MUNICIPAL LICENSING & STDS,10,10
470,041335,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-05-14,Active Unit,FLEE,None,ENGINEERING & CONSTR. SERVICES,ENGINEERING & CONSTR. SERVICES,Non Seasonal,0.8581849238351255,41335,3,Not Underutilized,No,ENGINEERING & CONSTR. SERVICES,3,3
471,041336,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-06,Active Unit,FLEE,None,ENGINEERING & CONSTR. SERVICES,ENGINEERING & CONSTR. SERVICES,Non Seasonal,0.8247765456989247,41336,3,Not Underutilized,No,ENGINEERING & CONSTR. SERVICES,3,3
472,041339,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-10,Replacement Program,FLEE,None,"SHELTER, SUP., & HOUSING ADMIN","SHELTER, SUP., & HOUSING ADMIN",Non Seasonal,0.7937113575268817,41339,3,Not Underutilized,No,"SHELTER, SUP., & HOUSING ADMIN",15,15
473,041340,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-11,Active Unit,FLEE,None,MUNICIPAL LICENSING & STDS,MUNICIPAL LICENSING & STDS,Non Seasonal,1.0,41340,3,Not Underutilized,No,MUNICIPAL LICENSING & STDS,10,10
474,041341,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-11,Active Unit,FLEE,None,MUNICIPAL LICENSING & STDS,MUNICIPAL LICENSING & STDS,Non Seasonal,1.0,41341,3,Not Underutilized,No,MUNICIPAL LICENSING & STDS,10,10
475,041342,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-11,Active Unit,FLEE,None,MUNICIPAL LICENSING & STDS,MUNICIPAL LICENSING & STDS,Non Seasonal,0.9911844758064516,41342,3,Not Underutilized,No,MUNICIPAL LICENSING & STDS,10,10
476,041343,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-04-03,Active Unit,FLEE,None,MUNICIPAL LICENSING & STDS,MUNICIPAL LICENSING & STDS,Non Seasonal,0.2529866711469534,41343,3,Not Underutilized,No,MUNICIPAL LICENSING & STDS,10,10
477,041344,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-11,Active Unit,FLEE,None,MUNICIPAL LICENSING & STDS,MUNICIPAL LICENSING & STDS,Non Seasonal,0.9945161290322581,41344,3,Not Underutilized,No,MUNICIPAL LICENSING & STDS,10,10
478,041345,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-04-03,Active Unit,FLEE,None,MUNICIPAL LICENSING & STDS,MUNICIPAL LICENSING & STDS,Non Seasonal,1.0,41345,3,Not Underutilized,No,MUNICIPAL LICENSING & STDS,10,10
479,041346,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-11,Active Unit,FLEE,None,MUNICIPAL LICENSING & STDS,MUNICIPAL LICENSING & STDS,Non Seasonal,0.9846460573476703,41346,3,Not Underutilized,No,MUNICIPAL LICENSING & STDS,10,10
480,041347,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-18,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9913496863799283,41347,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
481,041348,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-26,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9996085349462366,41348,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
482,041349,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-19,Active Unit,FLEE,None,"SHELTER, SUP., & HOUSING ADMIN","SHELTER, SUP., & HOUSING ADMIN",Non Seasonal,0.8169293234767026,41349,3,Not Underutilized,No,"SHELTER, SUP., & HOUSING ADMIN",15,15
483,041350,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-03,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.987177979390681,41350,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
484,041351,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-26,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.7837326388888889,41351,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
485,041352,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-26,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.8201450492831541,41352,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
486,041353,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-06,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9412612007168458,41353,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
487,041354,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-17,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41354,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
488,041355,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-04-17,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.6887561603942652,41355,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
489,041356,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-26,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9681418010752688,41356,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
490,041357,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-26,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9984750224014337,41357,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
491,041358,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-18,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9602111335125448,41358,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
492,041359,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-26,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9541599462365591,41359,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
493,041360,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-17,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9275845654121864,41360,3,Underutilized,No,TRANSPORTATION SERVICES,21,21
494,041361,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-04,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41361,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
495,041362,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-04-02,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41362,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
496,041363,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-26,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41363,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
497,041364,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-21,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.975847894265233,41364,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
498,041365,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-18,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41365,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
499,041366,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-27,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.7905079525089606,41366,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
500,041367,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-06,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9528533826164876,41367,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
501,041368,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-16,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41368,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
502,041369,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-18,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,41369,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
503,041370,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-26,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.9839644937275985,41370,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
504,041371,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-18,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.8650106406810035,41371,3,Not Underutilized,No,TRANSPORTATION SERVICES,21,21
505,041372,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-03,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9873577508960573,41372,3,Not Underutilized,No,TORONTO WATER,20,20
506,041373,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-17,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9363457661290323,41373,3,Not Underutilized,No,TORONTO WATER,20,20
507,041374,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-27,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.7247799059139786,41374,3,Not Underutilized,No,TORONTO WATER,20,20
508,041375,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-21,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9837359991039426,41375,3,Not Underutilized,No,TORONTO WATER,20,20
509,041376,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-20,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9113743279569892,41376,3,Not Underutilized,No,TORONTO WATER,20,20
510,041378,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-04-02,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8621163754480287,41378,3,Not Underutilized,No,TORONTO WATER,20,20
511,041379,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-04-17,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1.0,41379,3,Not Underutilized,No,TORONTO WATER,20,20
512,041380,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-06,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1.0,41380,3,Not Underutilized,No,TORONTO WATER,20,20
513,041381,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-16,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9414913754480286,41381,3,Not Underutilized,No,TORONTO WATER,20,20
514,041382,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-04,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8694114023297491,41382,3,Not Underutilized,No,TORONTO WATER,20,20
515,041383,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-06,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9853757840501792,41383,3,Not Underutilized,No,TORONTO WATER,20,20
516,041384,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-02-18,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9997474238351254,41384,3,Not Underutilized,No,TORONTO WATER,20,20
517,041385,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-06,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.6877615367383512,41385,3,Not Underutilized,No,TORONTO WATER,20,20
518,041386,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,LIGHT DUTY,CLASS1,SEDAN-PASS,2020-03-26,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9547132616487455,41386,3,Not Underutilized,No,TORONTO WATER,20,20
