_id,UNIT_NO,YEAR,MAKE,MODEL,CATEGORY,CAT_DESC,UNIT_TYPE,CATEGORY_CLASS,CAT_GRP,IN_SERV_DT,STATUS_DESC,CLASS2,HIGH_PRIORITY,OWNER_DIVISION,REF_DIVISION,SEASONAL,AVAILABILITY_YTD,unit_key_int,fleet_age,Utilization,specialized_units,REF_USING_DIV,owner_division_key,using_division_key
3357,250513,2025,TITAN,TRAILER,4CRHOTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2024-05-16,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.747035170250896,250513,-2,,,,16,
3358,250514,2025,TITAN,TRAILER,4CRHOTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2024-05-16,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.927097894265233,250514,-2,,,,16,
3359,250523,2015,TITAN,TRAILER,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2015-10-01,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.8548387096774194,250523,8,,,,20,
3360,250524,2015,TITAN,TRAILER,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2015-10-05,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9354838709677419,250524,8,,,,20,
3361,250525,2015,TITAN,TRAILER,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2015-10-05,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1.0,250525,8,,,,20,
3362,250526,2017,TITAN,53-4-TW-VF,4CRHRTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVYTRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2017-01-25,Replacement Program,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8057190860215053,250526,6,,,,16,
3363,250527,2017,TITAN,53-4-TW-VF,4CRHRTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVYTRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2017-06-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9592741935483872,250527,6,,,,16,
3364,250528,2017,TITAN,53-4-TW-VF,4CRHRTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVYTRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2017-06-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.6744158826164874,250528,6,,,,16,
3365,250529,2019,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2018-09-26,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1.0,250529,4,,,,20,
3366,250530,2019,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2018-09-26,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1.0,250530,4,,,,20,
3367,250531,2020,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2020-03-04,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.7936340725806451,250531,3,,,,20,
3368,250532,2020,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2020-03-04,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9762113575268817,250532,3,,,,20,
3369,250533,2020,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2020-03-04,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,0.9471891801075268,250533,3,,,,20,
3370,250534,2020,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2020-03-04,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1.0,250534,3,,,,20,
3371,250535,2020,TITAN,45-4-TW-DP,4ORHRTZZZZ,TRL-VTA-OPEN-145-155CUYD HEAVY TRIAXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2020-05-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9496219758064516,250535,3,,,,16,
3372,250536,2025,TITAN,TRAILER,4CRHOTZZZZ,TRL-VTA-CLOSE-145-155CUYD HEAVY 4AXWLIFT 10Y,OTHER,TRAILER,TRL-VAN/TANK,2024-05-16,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.6871270161290323,250536,-2,,,,16,
3373,266026,1990,EZ LOADER,SPRINT 1200,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2004-12-24,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266026,33,,,,11,
3374,266035,2005,MILANO,DECK BETWEEN,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2005-11-24,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266035,18,,,,11,
3375,266060,2009,J.D.J TRAI,GDL,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2013-02-27,Active Unit,ABC,None,TORONTO HOUSING COMPANY,TORONTO HOUSING COMPANY,Non Seasonal,0.7992265905017921,266060,14,,,,18,
3376,266061,2014,CANADA,CANA,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2014-09-30,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266061,9,,,,11,
3377,266062,2014,CANADA,CANA,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2014-10-01,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1.0,266062,9,,,,20,
3378,266068,2017,WEBE,WL1200,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2016-12-20,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266068,6,,,,11,
3379,266069,2017,WEBE,WL1200,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2017-01-04,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266069,6,,,,11,
3380,266070,2017,WEBE,WL1200,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2016-12-21,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266070,6,,,,11,
3381,266071,2019,WEBE,ECA,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-10-25,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.838588149641577,266071,4,,,,11,
3382,266072,2019,WEBE,ECA,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2018-11-28,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266072,4,,,,11,
3383,266073,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-04,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,1.0,266073,4,,,,16,
3384,266074,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-04,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,1.0,266074,4,,,,16,
3385,266075,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,1.0,266075,4,,,,16,
3386,266076,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-19,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9932655689964158,266076,4,,,,16,
3387,266077,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-26,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.9733809363799283,266077,4,,,,16,
3388,266078,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-26,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,1.0,266078,4,,,,16,
3389,266079,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-04,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.969255152329749,266079,4,,,,16,
3390,266080,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-07-29,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,1.0,266080,4,,,,16,
3391,266081,2019,J&J,LD1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2019-06-26,Active Unit,FLEE,None,SOLID WASTE MANAGEMENT,SOLID WASTE MANAGEMENT,Non Seasonal,0.8971544578853047,266081,4,,,,16,
3392,266085,2021,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2021-11-08,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,266085,2,,,,21,
3393,266086,2021,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2022-01-10,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,1.0,266086,2,,,,21,
3394,266087,2021,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2021-11-19,Active Unit,FLEE,None,TRANSPORTATION SERVICES,TRANSPORTATION SERVICES,Non Seasonal,0.889138664874552,266087,2,,,,21,
3395,266088,2021,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2021-11-17,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266088,2,,,,11,
3396,266089,2021,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2021-11-17,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266089,2,,,,11,
3397,266090,2021,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2021-10-29,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.31596830197132614,266090,2,,,,11,
3398,266091,2021,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2021-09-21,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8949669578853047,266091,2,,,,11,
3399,266092,2021,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2021-12-15,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266092,2,,,,11,
3400,266093,2021,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2021-12-15,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8464896953405018,266093,2,,,,11,
3401,266094,2021,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2021-12-15,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266094,2,,,,11,
3402,266095,2021,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2021-11-16,Active Unit,FLEE,None,"ENVIRONMENT, CLIMATE & FORESTR","ENVIRONMENT, CLIMATE & FORESTR",Non Seasonal,0.9972026209677419,266095,2,,,,4,
3403,266097,2022,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2023-01-25,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266097,1,,,,11,
3404,266098,2023,WEBE,WS860,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2022-12-06,Active Unit,ABC,None,TORONTO HOUSING COMPANY,TORONTO HOUSING COMPANY,Non Seasonal,0.8414090501792115,266098,0,,,,18,
3405,266099,2023,J&J,LD-2,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2024-01-25,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1.0,266099,0,,,,20,
3406,266100,2023,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2023-11-13,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1.0,266100,0,,,,20,
3407,266101,2023,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2023-10-25,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266101,0,,,,11,
3408,266102,2023,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2023-12-18,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8901209677419355,266102,0,,,,11,
3409,266103,2023,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2023-12-21,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8717971550179212,266103,0,,,,11,
3410,266104,2023,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2024-01-03,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9193548387096774,266104,0,,,,11,
3411,266105,2025,WEBER-LANE,WL6SS,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2025-05-07,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,266105,-2,,,,11,
3412,266106,2025,REMEQ,C-455-G,4BZL1IZZZZ,TRL-BOAT LIGHT SINGLEAXLE 15Y,OTHER,TRAILER,TRL-BOAT,2025-12-11,Active Unit,FLEE,None,TORONTO WATER,TORONTO WATER,Non Seasonal,1.0,266106,-2,,,,20,
3413,267020,2002,MILANO,DECK BETWEEN,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2002-08-26,Active Unit,FLEE,None,FACILITIES MGMT & REAL ESTATE,FACILITIES MGMT & REAL ESTATE,Non Seasonal,1.0,267020,21,,,,5,
3414,267050,2005,PLATINUM,PL7T-25,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2005-04-04,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8335584677419354,267050,18,,,,11,
3415,267056,2005,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2005-04-12,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9907342069892473,267056,18,,,,11,
3416,267060,2005,J&J,LD-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2005-04-12,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,267060,18,,,,11,
3417,267082,2008,R & P,L-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2008-06-02,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,267082,15,,,,11,
3418,267083,2008,R & P,L-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2008-06-02,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,267083,15,,,,11,
3419,267096,2008,J&J,LD-2,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2008-06-30,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9887079973118279,267096,15,,,,11,
3420,267101,2008,R & P,L-2,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2008-10-20,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,267101,15,,,,11,
3421,267107,2009,PLATINUM,PL7-20,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2009-03-16,Active Unit,FLEE,None,"ENVIRONMENT, CLIMATE & FORESTR","ENVIRONMENT, CLIMATE & FORESTR",Non Seasonal,0.7515512992831541,267107,14,,,,4,
3422,267113,2010,R & P,L-1,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2010-09-16,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8520642921146953,267113,13,,,,11,
3423,267115,2010,R & P,L-2,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2010-07-16,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,267115,13,,,,11,
3424,267121,2010,J&J,LD-2,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2010-07-16,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9146835797491039,267121,13,,,,11,
3425,267122,2012,QUALITY ST,U5,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-03-05,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.7133837365591399,267122,11,,,,11,
3426,267123,2012,QUALITY ST,U5,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-03-05,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8002598566308243,267123,11,,,,11,
3427,267124,2012,QUALITY ST,U5,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-04-25,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,267124,11,,,,11,
3428,267126,2012,QUALITY ST,U5,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-03-05,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,267126,11,,,,11,
3429,267127,2012,QUALITY ST,U5,4UZL1IZZZZ,TRL-UTILITY LIGHT SINGLE AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-04-25,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9662757616487455,267127,11,,,,11,
3430,267130,2012,QUALITY ST,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-03-06,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,267130,11,,,,11,
3431,267131,2012,QUALITY ST,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-03-29,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.779635976702509,267131,11,,,,11,
3432,267132,2012,QUALITY ST,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-03-28,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9040938620071685,267132,11,,,,11,
3433,267133,2012,QUALITY ST,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-04-25,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,267133,11,,,,11,
3434,267134,2012,QUALITY ST,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-04-25,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.6982112455197133,267134,11,,,,11,
3435,267135,2012,QUALITY ST,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-03-28,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.7382834901433692,267135,11,,,,11,
3436,267136,2012,QUALITY ST,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-04-25,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9947558243727599,267136,11,,,,11,
3437,267137,2012,QUALITY ST,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-04-25,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,267137,11,,,,11,
3438,267138,2012,QUALITY ST,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-04-25,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8573303091397849,267138,11,,,,11,
3439,267139,2012,QUALITY ST,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-04-25,Replacement Program,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9362774417562724,267139,11,,,,11,
3440,267140,2012,QUALITY ST,3316EH,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-04-25,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9182174059139785,267140,11,,,,11,
3441,267142,2012,J&J,WT2,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2011-12-12,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.8870967741935484,267142,11,,,,11,
3442,267144,2012,J&J,LD2,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-10-17,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.6045245295698924,267144,11,,,,11,
3443,267145,2012,J&J,LD2,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-10-17,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,0.9908988575268818,267145,11,,,,11,
3444,267146,2012,J&J,LD2,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-10-17,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,267146,11,,,,11,
3445,267147,2012,R & P,L-2,4UZL2IZZZZ,TRL-UTILITY LIGHT TANDEM AXLE 15Y,OTHER,TRAILER,TRL-UTILITY,2012-12-13,Active Unit,FLEE,None,PARKS & RECREATION,PARKS & RECREATION,Non Seasonal,1.0,267147,11,,,,11,
