_id,UNIT_NO,YEAR,MAKE,MODEL,Specialized units,REF_USING_DIV,Utilization
1746,041178,2016,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Underutilized
1747,041181,2016,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1748,041199,2016,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1749,041202,2016,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1750,041205,2016,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Underutilized
1751,041224,2017,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1752,041275,2018,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1753,041276,2018,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1754,041277,2018,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1755,041278,2018,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1756,041279,2018,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1757,041280,2018,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1758,041281,2018,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1759,041282,2018,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1760,041299,2018,FORD,ESCAPE,No,TRANSPORTATION SERVICES,Not Underutilized
1761,041303,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1762,041304,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1763,041305,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1764,041306,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1765,041307,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1766,041308,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1767,041309,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1768,041310,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1769,041311,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1770,041312,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1771,041313,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1772,041314,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1773,041315,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1774,041316,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1775,041317,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1776,041318,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1777,041319,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1778,041320,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1779,041321,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1780,041322,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1781,041323,2019,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1782,041347,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1783,041348,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1784,041350,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1785,041351,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1786,041352,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1787,041353,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1788,041354,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1789,041355,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1790,041356,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1791,041357,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1792,041358,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1793,041359,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1794,041360,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Underutilized
1795,041361,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1796,041362,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1797,041363,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1798,041364,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1799,041365,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1800,041366,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1801,041367,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1802,041368,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1803,041369,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1804,041370,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1805,041371,2020,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1806,041408,2021,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1807,041425,2022,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Underutilized
1808,041426,2022,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1809,041427,2022,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1810,041428,2022,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1811,041429,2022,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1812,041430,2022,CHEVROLET,EQUINOX,No,TRANSPORTATION SERVICES,Not Underutilized
1813,041495,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1814,041496,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1815,041497,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1816,041498,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1817,041499,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1818,041500,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1819,041501,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Underutilized
1820,041502,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1821,041503,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1822,041504,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1823,041505,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1824,041506,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1825,041507,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1826,041508,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1827,041509,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1828,041510,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1829,041511,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1830,041543,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Underutilized
1831,041544,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Underutilized
1832,041545,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Underutilized
1833,041546,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Underutilized
1834,041547,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1835,041548,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1836,041549,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1837,041550,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1838,041551,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1839,041552,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1840,041553,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1841,041554,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1842,041555,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1843,041556,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1844,041557,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1845,041558,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1846,041559,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1847,041560,2024,CHEVROLET,EQUINOX EV,No,TRANSPORTATION SERVICES,Not Underutilized
1848,042012,2019,CHEVROLET,COLORADO,No,TRANSPORTATION SERVICES,Not Underutilized
1849,042013,2019,CHEVROLET,COLORADO,No,TRANSPORTATION SERVICES,Not Underutilized
1850,042014,2019,CHEVROLET,COLORADO,No,TRANSPORTATION SERVICES,Not Underutilized
1851,043262,2014,DODGE,RAM 1500,No,TRANSPORTATION SERVICES,Not Underutilized
1852,045075,2014,DODGE,RAM 1500,Yes,TRANSPORTATION SERVICES,Not Underutilized
1853,045105,2016,DODGE,RAM 1500,Yes,TRANSPORTATION SERVICES,Not Underutilized
1854,045106,2016,DODGE,RAM 1500,Yes,TRANSPORTATION SERVICES,Not Underutilized
1855,045107,2016,DODGE,RAM 1500,Yes,TRANSPORTATION SERVICES,Not Underutilized
1856,045108,2016,DODGE,RAM 1500,Yes,TRANSPORTATION SERVICES,Not Underutilized
1857,045110,2016,DODGE,RAM 1500,Yes,TRANSPORTATION SERVICES,Not Underutilized
1858,045113,2016,DODGE,RAM 1500,Yes,TRANSPORTATION SERVICES,Not Underutilized
1859,045132,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1860,045133,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1861,045134,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1862,045135,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1863,045136,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1864,045150,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1865,045178,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1866,045179,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1867,045180,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1868,045181,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1869,045182,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1870,045183,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1871,045184,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1872,045185,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1873,045186,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1874,045187,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1875,045188,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1876,045192,2022,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1877,045193,2022,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1878,045194,2022,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1879,045195,2022,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1880,045196,2022,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1881,045197,2022,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1882,045198,2022,DODGE,RAM 1500,No,TRANSPORTATION SERVICES,Not Underutilized
1883,045199,2022,DODGE,RAM 1500,No,TRANSPORTATION SERVICES,Not Underutilized
1884,045200,2022,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1885,046023,2017,TOYOTA,TACOMA,No,TRANSPORTATION SERVICES,Not Underutilized
1886,050015,2015,DODGE,RAM 1500,No,TRANSPORTATION SERVICES,Not Underutilized
1887,050025,2014,DODGE,RAM 1500,No,TRANSPORTATION SERVICES,Not Underutilized
1888,050028,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1889,050029,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1890,050032,2016,DODGE,RAM 1500,No,TRANSPORTATION SERVICES,Not Underutilized
1891,050033,2016,DODGE,RAM 1500,No,TRANSPORTATION SERVICES,Not Underutilized
1892,050039,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1893,050040,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1894,050041,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1895,050042,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1896,050043,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1897,050044,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1898,050045,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1899,050047,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1900,050048,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1901,050049,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1902,050050,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1903,050051,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1904,050052,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1905,050053,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1906,050054,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1907,050055,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1908,050056,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1909,050057,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1910,050058,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1911,050059,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1912,050060,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1913,050061,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1914,050065,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1915,050085,2019,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1916,050096,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1917,050097,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1918,050098,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1919,050099,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1920,050100,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1921,050101,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1922,050102,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1923,050104,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1924,050105,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1925,050106,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1926,050107,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1927,050108,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1928,050109,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1929,050110,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1930,050111,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1931,050112,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1932,050113,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1933,050114,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1934,050115,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1935,050116,2020,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1936,050120,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1937,050121,2021,DODGE,RAM 1500 (TRADESMAN),Yes,TRANSPORTATION SERVICES,Not Underutilized
1938,050122,2021,DODGE,RAM 1500,No,TRANSPORTATION SERVICES,Not Underutilized
1939,050198,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1940,050199,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1941,050200,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1942,050201,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1943,050202,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1944,050203,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1945,050204,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1946,050205,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1947,050206,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1948,050207,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1949,050208,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1950,050209,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1951,050210,2023,FORD,F150 LIGHTNING,Yes,TRANSPORTATION SERVICES,Not Underutilized
1952,050224,2024,FORD,F150 LIGHTNING,No,TRANSPORTATION SERVICES,Not Underutilized
1953,050225,2024,FORD,F150 LIGHTNING,No,TRANSPORTATION SERVICES,Not Underutilized
1954,050226,2024,FORD,F150 LIGHTNING,No,TRANSPORTATION SERVICES,Not Underutilized
1955,050229,2024,CHEVROLET,1500,Yes,TRANSPORTATION SERVICES,Not Underutilized
1956,050230,2024,CHEVROLET,1500,No,TRANSPORTATION SERVICES,Not Underutilized
1957,050231,2024,CHEVROLET,1500,Yes,TRANSPORTATION SERVICES,Not Underutilized
1958,050232,2024,CHEVROLET,1500,Yes,TRANSPORTATION SERVICES,Not Underutilized
1959,050233,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1960,050234,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1961,050235,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1962,050236,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1963,050237,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1964,050238,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1965,050239,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1966,050240,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1967,050241,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1968,050242,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1969,050243,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1970,050244,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1971,050245,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1972,050246,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1973,050247,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1974,050248,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1975,050249,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1976,050250,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1977,050251,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1978,050252,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1979,050253,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1980,050254,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1981,050255,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1982,050256,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1983,050257,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1984,050258,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1985,050259,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1986,050260,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1987,050261,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1988,050262,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1989,050263,2024,CHEVROLET,SILVERADO EV,Yes,TRANSPORTATION SERVICES,Not Underutilized
1990,061165,2016,FORD,F250,No,TRANSPORTATION SERVICES,Not Underutilized
1991,061166,2016,FORD,F250,No,TRANSPORTATION SERVICES,Underutilized
1992,064165,2016,FORD,F250,Yes,TRANSPORTATION SERVICES,Not Underutilized
1993,064166,2016,FORD,F250,Yes,TRANSPORTATION SERVICES,Not Underutilized
1994,064167,2016,FORD,F250,Yes,TRANSPORTATION SERVICES,Not Underutilized
1995,065127,2016,FORD,F250,Yes,TRANSPORTATION SERVICES,Not Underutilized
1996,065129,2016,FORD,F250,Yes,TRANSPORTATION SERVICES,Not Underutilized
1997,065133,2019,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
1998,065146,2021,CHEVROLET,SILVERADO 2500,No,TRANSPORTATION SERVICES,Not Underutilized
1999,065147,2021,CHEVROLET,SILVERADO 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2000,065148,2021,CHEVROLET,SILVERADO 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2001,065149,2021,CHEVROLET,SILVERADO 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2002,065150,2021,CHEVROLET,SILVERADO 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2003,065151,2021,CHEVROLET,SILVERADO 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2004,065152,2021,CHEVROLET,SILVERADO 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2005,065153,2021,CHEVROLET,SILVERADO 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2006,065154,2021,CHEVROLET,SILVERADO 2500,No,TRANSPORTATION SERVICES,Not Underutilized
2007,065161,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2008,065162,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2009,065163,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2010,065164,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2011,065165,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2012,065166,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2013,065167,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2014,065168,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2015,065169,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2016,065170,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
2017,065171,2022,FORD,F250 4X4,No,TRANSPORTATION SERVICES,Not Underutilized
